method,page_number,y_coordinate,chunk_index,chunk_text,input_line,similarity_score
partial_ratio,4,183,269,to part your cankered hate infected infectious if ever you,the third verse of these pieces it every who disrupt,52
token_sort_ratio,4,229,262,the quiet of our streets three times and made veronas,the third verse of these pieces it every who disrupt,53
token_set_ratio,4,416,236,his blade in spite of me waves to spite montague,the third verse of these pieces it every who disrupt,47
partial_token_sort_ratio,4,229,262,the quiet of our streets three times and made veronas,the third verse of these pieces it every who disrupt,57
simple_ratio,5,580,311,who parted either part both sides lady montague 11118 o,if every who disrupt our streets again your lives are,41
partial_ratio,4,171,270,infected infectious if ever you disturb our streets again your,if every who disrupt our streets again your lives are,78
token_sort_ratio,4,171,270,infected infectious if ever you disturb our streets again your,if every who disrupt our streets again your lives are,71
token_set_ratio,4,358,243,a foe a 5 prince enters with attendants 1183 rebellious,if every who disrupt our streets again your lives are,43
partial_token_sort_ratio,4,171,270,infected infectious if ever you disturb our streets again your,if every who disrupt our streets again your lives are,64
simple_ratio,5,580,311,who parted either part both sides lady montague 11118 o,the streets again your lives shall pay the form of,46
partial_ratio,4,171,271,disturb our streets again your lives shall pay the forfeit,the streets again your lives shall pay the form of,91
token_sort_ratio,4,171,271,disturb our streets again your lives shall pay the forfeit,the streets again your lives shall pay the form of,81
token_set_ratio,4,323,248,ho you men you beasts that quench the fire of,the streets again your lives shall pay the form of,51
partial_token_sort_ratio,4,171,271,disturb our streets again your lives shall pay the forfeit,the streets again your lives shall pay the form of,82
simple_ratio,5,533,317,madam an hour before the worshipped sun peered forth the,youll apply to pay the form of the peace for,44
partial_ratio,4,171,272,lives shall pay the forfeit of the peace youll be,youll apply to pay the form of the peace for,71
token_sort_ratio,4,159,273,of the peace youll be executed for for this time,youll apply to pay the form of the peace for,70
token_set_ratio,4,323,248,ho you men you beasts that quench the fire of,youll apply to pay the form of the peace for,57
partial_token_sort_ratio,4,159,273,of the peace youll be executed for for this time,youll apply to pay the form of the peace for,79
simple_ratio,5,498,324,rooteth from the citys side grows west of the city,the form of the peace for this time all the,49
partial_ratio,4,159,274,executed for for this time all the rest depart away,the form of the peace for this time all the,73
token_sort_ratio,4,159,273,of the peace youll be executed for for this time,the form of the peace for this time all the,68
token_set_ratio,4,323,248,ho you men you beasts that quench the fire of,the form of the peace for this time all the,55
partial_token_sort_ratio,4,159,273,of the peace youll be executed for for this time,the form of the peace for this time all the,78
simple_ratio,5,498,324,rooteth from the citys side grows west of the city,for this time all the rest of the part may,54
partial_ratio,4,159,274,executed for for this time all the rest depart away,for this time all the rest of the part may,88
token_sort_ratio,4,159,274,executed for for this time all the rest depart away,for this time all the rest of the part may,65
token_set_ratio,4,311,249,that quench the fire of your pernicious rage deadly with,for this time all the rest of the part may,49
partial_token_sort_ratio,4,159,274,executed for for this time all the rest depart away,for this time all the rest of the part may,75
simple_ratio,5,498,324,rooteth from the citys side grows west of the city,for this time all the rest of the part may,54
partial_ratio,4,159,274,executed for for this time all the rest depart away,for this time all the rest of the part may,88
token_sort_ratio,4,159,274,executed for for this time all the rest depart away,for this time all the rest of the part may,65
token_set_ratio,4,311,249,that quench the fire of your pernicious rage deadly with,for this time all the rest of the part may,49
partial_token_sort_ratio,4,159,274,executed for for this time all the rest depart away,for this time all the rest of the part may,75
simple_ratio,5,463,330,aware and stole into the covert of the wood hid,partly you can look so come along with me and,46
partial_ratio,4,136,277,you 11100 you capulet shall go along with me and,partly you can look so come along with me and,71
token_sort_ratio,4,136,277,you 11100 you capulet shall go along with me and,partly you can look so come along with me and,65
token_set_ratio,4,276,255,the ground hostile and hear the sentence of your movd,partly you can look so come along with me and,51
partial_token_sort_ratio,4,136,278,go along with me and montague come you this afternoon,partly you can look so come along with me and,73
simple_ratio,5,463,329,was ware of me walked aware and stole into the,so come along with me and multicute coming this afternoon,49
partial_ratio,4,136,278,go along with me and montague come you this afternoon,so come along with me and multicute coming this afternoon,82
token_sort_ratio,4,136,278,go along with me and montague come you this afternoon,so come along with me and multicute coming this afternoon,80
token_set_ratio,4,241,261,and montague have thrice disturbed the quiet of our streets,so come along with me and multicute coming this afternoon,47
partial_token_sort_ratio,4,136,278,go along with me and montague come you this afternoon,so come along with me and multicute coming this afternoon,76
simple_ratio,5,454,332,in the woods i measuring his affections by my 2,with me and multiq coming this afternoon to europe for,51
partial_ratio,4,136,278,go along with me and montague come you this afternoon,with me and multiq coming this afternoon to europe for,71
token_sort_ratio,4,136,278,go along with me and montague come you this afternoon,with me and multiq coming this afternoon to europe for,67
token_set_ratio,4,241,261,and montague have thrice disturbed the quiet of our streets,with me and multiq coming this afternoon to europe for,48
partial_token_sort_ratio,4,136,278,go along with me and montague come you this afternoon,with me and multiq coming this afternoon to europe for,67
simple_ratio,5,454,332,in the woods i measuring his affections by my 2,ill take you coming this afternoon to europe for the,48
partial_ratio,4,124,279,montague come you this afternoon to know our further pleasure,ill take you coming this afternoon to europe for the,66
token_sort_ratio,4,136,278,go along with me and montague come you this afternoon,ill take you coming this afternoon to europe for the,65
token_set_ratio,4,229,262,the quiet of our streets three times and made veronas,ill take you coming this afternoon to europe for the,48
partial_token_sort_ratio,4,136,278,go along with me and montague come you this afternoon,ill take you coming this afternoon to europe for the,63
simple_ratio,5,451,331,covert of the wood hid in the woods i measuring,coming this afternoon to europe for the pleasure in this,47
partial_ratio,4,124,279,montague come you this afternoon to know our further pleasure,coming this afternoon to europe for the pleasure in this,73
token_sort_ratio,4,124,279,montague come you this afternoon to know our further pleasure,coming this afternoon to europe for the pleasure in this,67
token_set_ratio,4,229,262,the quiet of our streets three times and made veronas,coming this afternoon to europe for the pleasure in this,50
partial_token_sort_ratio,4,124,279,montague come you this afternoon to know our further pleasure,coming this afternoon to europe for the pleasure in this,66
simple_ratio,5,454,332,in the woods i measuring his affections by my 2, to do to europe for the pleasure in this case,45
partial_ratio,4,124,280,to know our further pleasure in this case my farther, to do to europe for the pleasure in this case,83
token_sort_ratio,4,124,280,to know our further pleasure in this case my farther, to do to europe for the pleasure in this case,62
token_set_ratio,4,229,262,the quiet of our streets three times and made veronas, to do to europe for the pleasure in this case,53
partial_token_sort_ratio,4,124,279,montague come you this afternoon to know our further pleasure, to do to europe for the pleasure in this case,68
simple_ratio,5,454,332,in the woods i measuring his affections by my 2, pleasure in this case,43
partial_ratio,4,124,280,to know our further pleasure in this case my farther, pleasure in this case,100
token_sort_ratio,4,124,280,to know our further pleasure in this case my farther, pleasure in this case,58
token_set_ratio,4,218,263,three times and made veronas ancient citizens oldest cast by, pleasure in this case,40
partial_token_sort_ratio,4,124,279,montague come you this afternoon to know our further pleasure, pleasure in this case,76
simple_ratio,5,428,337,wanted to be being one too many by my weary, whats more on pain and death of mr parks,45
partial_ratio,4,101,284,public court once more on pain of death all men, whats more on pain and death of mr parks,65
token_sort_ratio,4,101,284,public court once more on pain of death all men, whats more on pain and death of mr parks,60
token_set_ratio,4,229,262,the quiet of our streets three times and made veronas, whats more on pain and death of mr parks,47
partial_token_sort_ratio,4,101,284,public court once more on pain of death all men, whats more on pain and death of mr parks,64
simple_ratio,5,381,344,him montague 11134 many a morning hath he there been,thats more of a pain of death ill get the,47
partial_ratio,4,101,284,public court once more on pain of death all men,thats more of a pain of death ill get the,73
token_sort_ratio,4,101,284,public court once more on pain of death all men,thats more of a pain of death ill get the,57
token_set_ratio,4,229,262,the quiet of our streets three times and made veronas,thats more of a pain of death ill get the,51
partial_token_sort_ratio,4,101,284,public court once more on pain of death all men,thats more of a pain of death ill get the,61
simple_ratio,5,346,350,all so soon as the allcheering sun as soon as, all of the areas will be on,47
partial_ratio,4,101,284,public court once more on pain of death all men, all of the areas will be on,60
token_sort_ratio,4,101,284,public court once more on pain of death all men, all of the areas will be on,54
token_set_ratio,4,229,262,the quiet of our streets three times and made veronas, all of the areas will be on,45
partial_token_sort_ratio,4,101,284,public court once more on pain of death all men, all of the areas will be on,56
simple_ratio,5,300,357,heavy son comes home sad 11140 and private in his,oh mary come on yall saw you in today right,46
partial_ratio,5,732,290,ancient quarrel new abroach in action again speak nephew were,oh mary come on yall saw you in today right,46
token_sort_ratio,5,732,291,action again speak nephew were you by when it began,oh mary come on yall saw you in today right,45
token_set_ratio,4,194,268,old weapons cankered with peace to part your cankered hate,oh mary come on yall saw you in today right,46
partial_token_sort_ratio,4,101,284,public court once more on pain of death all men,oh mary come on yall saw you in today right,46
simple_ratio,5,311,356,the light steals home my heavy son comes home sad,why do i have you no thats right hes mad,43
partial_ratio,5,697,294,the servants of your adversary and yours close fighting ere,why do i have you no thats right hes mad,49
token_sort_ratio,5,697,294,the servants of your adversary and yours close fighting ere,why do i have you no thats right hes mad,53
token_set_ratio,4,183,269,to part your cankered hate infected infectious if ever you,why do i have you no thats right hes mad,51
partial_token_sort_ratio,5,708,292,you by when it began nearby benvolio 11108 here were,why do i have you no thats right hes mad,49
simple_ratio,5,311,356,the light steals home my heavy son comes home sad,thats right its natalie now were before the worst of,48
partial_ratio,5,708,293,nearby benvolio 11108 here were the servants of your adversary,thats right its natalie now were before the worst of,51
token_sort_ratio,5,708,293,nearby benvolio 11108 here were the servants of your adversary,thats right its natalie now were before the worst of,53
token_set_ratio,4,171,272,lives shall pay the forfeit of the peace youll be,thats right its natalie now were before the worst of,54
partial_token_sort_ratio,5,708,293,nearby benvolio 11108 here were the servants of your adversary,thats right its natalie now were before the worst of,59
simple_ratio,5,311,355,god of dawn away from the light steals home my,now now were before the worst of the sudden were,45
partial_ratio,5,708,293,nearby benvolio 11108 here were the servants of your adversary,now now were before the worst of the sudden were,52
token_sort_ratio,5,708,293,nearby benvolio 11108 here were the servants of your adversary,now now were before the worst of the sudden were,49
token_set_ratio,4,159,275,all the rest depart away for now the rest of,now now were before the worst of the sudden were,57
partial_token_sort_ratio,5,708,293,nearby benvolio 11108 here were the servants of your adversary,now now were before the worst of the sudden were,60
simple_ratio,5,311,355,god of dawn away from the light steals home my,now im in for the worship sun here for the,43
partial_ratio,5,685,296,i did approach before i drew to part them in,now im in for the worship sun here for the,49
token_sort_ratio,5,685,296,i did approach before i drew to part them in,now im in for the worship sun here for the,51
token_set_ratio,4,159,275,all the rest depart away for now the rest of,now im in for the worship sun here for the,52
partial_token_sort_ratio,5,685,296,i did approach before i drew to part them in,now im in for the worship sun here for the,56
simple_ratio,5,311,356,the light steals home my heavy son comes home sad,the first time youre going to go to the winners,48
partial_ratio,5,673,297,drew to part them in the instant came the fiery,the first time youre going to go to the winners,52
token_sort_ratio,5,638,302,he swung about his head and cut the winds who,the first time youre going to go to the winners,46
token_set_ratio,4,136,278,go along with me and montague come you this afternoon,the first time youre going to go to the winners,49
partial_token_sort_ratio,5,673,297,drew to part them in the instant came the fiery,the first time youre going to go to the winners,55
simple_ratio,5,253,364,prove foreboding mood unless good counsel may the cause remove,were going to be trying to lie to you while,42
partial_ratio,5,627,305,in scorn not hurting anyone while we were interchanging thrusts,were going to be trying to lie to you while,50
token_sort_ratio,5,627,305,in scorn not hurting anyone while we were interchanging thrusts,were going to be trying to lie to you while,51
token_set_ratio,4,124,279,montague come you this afternoon to know our further pleasure,were going to be trying to lie to you while,49
partial_token_sort_ratio,5,627,305,in scorn not hurting anyone while we were interchanging thrusts,were going to be trying to lie to you while,58
simple_ratio,5,218,367,11146 my noble uncle do you know the cause montague,im trying to mind you when youre walking through off,43
partial_ratio,5,627,305,in scorn not hurting anyone while we were interchanging thrusts,im trying to mind you when youre walking through off,52
token_sort_ratio,5,568,313,where is romeo saw you him today right glad i,im trying to mind you when youre walking through off,47
token_set_ratio,4,124,280,to know our further pleasure in this case my farther,im trying to mind you when youre walking through off,48
partial_token_sort_ratio,5,568,313,where is romeo saw you him today right glad i,im trying to mind you when youre walking through off,49
simple_ratio,5,183,371,learn it from him benvolio 11148 have you importuned him,were underneath the throat of a signal you said whats,40
partial_ratio,5,568,313,where is romeo saw you him today right glad i,were underneath the throat of a signal you said whats,48
token_sort_ratio,5,510,321,me to walk abroad drave 3 around where underneath the,were underneath the throat of a signal you said whats,57
token_set_ratio,4,124,280,to know our further pleasure in this case my farther,were underneath the throat of a signal you said whats,46
partial_token_sort_ratio,5,510,321,me to walk abroad drave 3 around where underneath the,were underneath the throat of a signal you said whats,62
simple_ratio,5,148,375,many other friends but he his 3 own affections counselor,were underneath the throat of a single one you said,41
partial_ratio,5,510,321,me to walk abroad drave 3 around where underneath the,were underneath the throat of a single one you said,54
token_sort_ratio,5,510,321,me to walk abroad drave 3 around where underneath the,were underneath the throat of a single one you said,62
token_set_ratio,4,113,282,2 fathers 5 decisions to old freetown our common judgmentplace,were underneath the throat of a single one you said,46
partial_token_sort_ratio,5,510,321,me to walk abroad drave 3 around where underneath the,were underneath the throat of a single one you said,63
simple_ratio,5,148,375,many other friends but he his 3 own affections counselor,that western resistance system so really walking when i see,42
partial_ratio,5,486,325,grows west of the city so early walking did i,that western resistance system so really walking when i see,60
token_sort_ratio,5,486,325,grows west of the city so early walking did i,that western resistance system so really walking when i see,58
token_set_ratio,5,743,288,2 to benvolio lady montague 1 11106 who set this,that western resistance system so really walking when i see,41
partial_token_sort_ratio,5,475,326,so early walking did i see your son 11125 towards,that western resistance system so really walking when i see,60
simple_ratio,5,113,382,only closed so far from sounding and discovery reasoning understanding,western roots are safe son so early walking did i,47
partial_ratio,5,486,325,grows west of the city so early walking did i,western roots are safe son so early walking did i,74
token_sort_ratio,5,486,325,grows west of the city so early walking did i,western roots are safe son so early walking did i,70
token_set_ratio,5,685,295,and yours close fighting ere i did approach before i,western roots are safe son so early walking did i,46
partial_token_sort_ratio,5,486,325,grows west of the city so early walking did i,western roots are safe son so early walking did i,73
simple_ratio,6,755,390,same 2 could we but learn from whence his sorrows,im so thoroughly walking when i see your son towards,48
partial_ratio,5,475,326,so early walking did i see your son 11125 towards,im so thoroughly walking when i see your son towards,78
token_sort_ratio,5,475,326,so early walking did i see your son 11125 towards,im so thoroughly walking when i see your son towards,69
token_set_ratio,5,638,303,and cut the winds who nothing hurt withal hissed him,im so thoroughly walking when i see your son towards,42
partial_token_sort_ratio,5,475,326,so early walking did i see your son 11125 towards,im so thoroughly walking when i see your son towards,67
simple_ratio,6,732,393,where we would as willingly give cure as know romeo,so theyre really walking when i see their son towards,46
partial_ratio,5,475,326,so early walking did i see your son 11125 towards,so theyre really walking when i see their son towards,73
token_sort_ratio,5,475,326,so early walking did i see your son 11125 towards,so theyre really walking when i see their son towards,67
token_set_ratio,5,638,302,he swung about his head and cut the winds who,so theyre really walking when i see their son towards,45
partial_token_sort_ratio,5,475,326,so early walking did i see your son 11125 towards,so theyre really walking when i see their son towards,69
simple_ratio,6,673,401,i would thou wert so happy by thy stay wish,so towards my baby he was wearing it and stole,45
partial_ratio,5,463,329,was ware of me walked aware and stole into the,so towards my baby he was wearing it and stole,60
token_sort_ratio,5,463,329,was ware of me walked aware and stole into the,so towards my baby he was wearing it and stole,65
token_set_ratio,5,638,302,he swung about his head and cut the winds who,so towards my baby he was wearing it and stole,53
partial_token_sort_ratio,5,463,329,was ware of me walked aware and stole into the,so towards my baby he was wearing it and stole,68
simple_ratio,6,662,402,happy by thy stay wish successful to hear true shrift,towards my baby he was wearing it and stole it,44
partial_ratio,5,463,329,was ware of me walked aware and stole into the,towards my baby he was wearing it and stole it,62
token_sort_ratio,5,463,329,was ware of me walked aware and stole into the,towards my baby he was wearing it and stole it,61
token_set_ratio,5,650,301,breathed defiance to my ears he swung about his head,towards my baby he was wearing it and stole it,51
partial_token_sort_ratio,5,463,329,was ware of me walked aware and stole into the,towards my baby he was wearing it and stole it,64
simple_ratio,6,673,401,i would thou wert so happy by thy stay wish,its still into the comfort of the world that anymore,44
partial_ratio,5,463,330,aware and stole into the covert of the wood hid,its still into the comfort of the world that anymore,70
token_sort_ratio,5,463,330,aware and stole into the covert of the wood hid,its still into the comfort of the world that anymore,67
token_set_ratio,5,627,305,in scorn not hurting anyone while we were interchanging thrusts,its still into the comfort of the world that anymore,50
partial_token_sort_ratio,5,463,330,aware and stole into the covert of the wood hid,its still into the comfort of the world that anymore,66
simple_ratio,6,673,401,i would thou wert so happy by thy stay wish,and stolen to the cover of the web many more,44
partial_ratio,5,463,330,aware and stole into the covert of the wood hid,and stolen to the cover of the web many more,75
token_sort_ratio,5,463,330,aware and stole into the covert of the wood hid,and stolen to the cover of the web many more,68
token_set_ratio,5,615,308,more and fought on part and part people on each,and stolen to the cover of the web many more,56
partial_token_sort_ratio,5,463,330,aware and stole into the covert of the wood hid,and stolen to the cover of the web many more,70
simple_ratio,6,662,402,happy by thy stay wish successful to hear true shrift,thank you for watching and ill see you in the,41
partial_ratio,5,463,329,was ware of me walked aware and stole into the,thank you for watching and ill see you in the,51
token_sort_ratio,5,463,330,aware and stole into the covert of the wood hid,thank you for watching and ill see you in the,54
token_set_ratio,5,603,309,and part people on each side till the prince came,thank you for watching and ill see you in the,47
partial_token_sort_ratio,5,463,330,aware and stole into the covert of the wood hid,thank you for watching and ill see you in the,53
simple_ratio,6,556,410,ay me sad hours seem long 11166 was that my,thank you more as you can see with the tears,46
partial_ratio,5,463,329,was ware of me walked aware and stole into the,thank you more as you can see with the tears,52
token_sort_ratio,5,463,330,aware and stole into the covert of the wood hid,thank you more as you can see with the tears,46
token_set_ratio,5,603,310,side till the prince came who parted either part both,thank you more as you can see with the tears,49
partial_token_sort_ratio,5,463,330,aware and stole into the covert of the wood hid,thank you more as you can see with the tears,54
simple_ratio,6,556,410,ay me sad hours seem long 11166 was that my,anymore as you can see with tears ive been in,43
partial_ratio,5,463,330,aware and stole into the covert of the wood hid,anymore as you can see with tears ive been in,50
token_sort_ratio,5,463,330,aware and stole into the covert of the wood hid,anymore as you can see with tears ive been in,48
token_set_ratio,5,603,309,and part people on each side till the prince came,anymore as you can see with tears ive been in,47
partial_token_sort_ratio,5,463,330,aware and stole into the covert of the wood hid,anymore as you can see with tears ive been in,49
simple_ratio,6,510,414,was what sadness lengthens romeos hours romeo 11169 not having,see with tears ive been to the freshmen at the,44
partial_ratio,5,463,329,was ware of me walked aware and stole into the,see with tears ive been to the freshmen at the,52
token_sort_ratio,5,428,336,most might not be found wanted to be being one,see with tears ive been to the freshmen at the,50
token_set_ratio,5,533,317,madam an hour before the worshipped sun peered forth the,see with tears ive been to the freshmen at the,49
partial_token_sort_ratio,5,428,336,most might not be found wanted to be being one,see with tears ive been to the freshmen at the,51
simple_ratio,6,393,422,alas that love so gentle in his view too bad,hes deep son i lay from the legs till school,39
partial_ratio,5,463,330,aware and stole into the covert of the wood hid,hes deep son i lay from the legs till school,47
token_sort_ratio,5,405,341,his followed honor 15 mood questioning and gladly shunned who,hes deep son i lay from the legs till school,44
token_set_ratio,5,498,324,rooteth from the citys side grows west of the city,hes deep son i lay from the legs till school,49
partial_token_sort_ratio,5,381,343,gladly fled from me avoided him montague 11134 many a,hes deep son i lay from the legs till school,49
simple_ratio,6,393,422,alas that love so gentle in his view too bad,for my every son and pride in his chamber of,48
partial_ratio,5,463,330,aware and stole into the covert of the wood hid,for my every son and pride in his chamber of,51
token_sort_ratio,5,346,349,with his deep sighs but all so soon as the,for my every son and pride in his chamber of,44
token_set_ratio,5,463,330,aware and stole into the covert of the wood hid,for my every son and pride in his chamber of,55
partial_token_sort_ratio,5,370,346,seen with tears augmenting the fresh morning dew adding to,for my every son and pride in his chamber of,48
simple_ratio,6,381,425,be so tyrannous and rough in proof is actually rough,chamber of tanks and some shots of history of those,52
partial_ratio,5,463,330,aware and stole into the covert of the wood hid,chamber of tanks and some shots of history of those,54
token_sort_ratio,5,346,350,all so soon as the allcheering sun as soon as,chamber of tanks and some shots of history of those,50
token_set_ratio,5,463,330,aware and stole into the covert of the wood hid,chamber of tanks and some shots of history of those,55
partial_token_sort_ratio,5,346,350,all so soon as the allcheering sun as soon as,chamber of tanks and some shots of history of those,49
simple_ratio,6,311,433,o me what fray was here yet tell me not,        ,34
partial_ratio,5,463,329,was ware of me walked aware and stole into the,        ,38
simple_ratio,6,279,440,o loving hate o anything of nothing first create 1,thank you so much for watching and ill see you,46
partial_ratio,5,440,335,which then most sought where most might not be found,thank you so much for watching and ill see you,50
token_sort_ratio,5,335,351,allcheering sun as soon as should in the furthest east,thank you so much for watching and ill see you,46
token_set_ratio,5,463,329,was ware of me walked aware and stole into the,thank you so much for watching and ill see you,50
partial_token_sort_ratio,5,335,351,allcheering sun as soon as should in the furthest east,thank you so much for watching and ill see you,49
simple_ratio,6,218,448,sleep that is not what it is always this love,        ,30
partial_ratio,5,440,334,own guessing mood mine 1 which then most sought where,        ,38
simple_ratio,6,218,450,feel i that feel no love in this i love,        ,34
partial_ratio,5,454,333,his affections by my 2 own guessing mood mine 1,        ,38
simple_ratio,6,218,450,feel i that feel no love in this i love, thank you,29
partial_ratio,5,440,334,own guessing mood mine 1 which then most sought where, thank you,60
token_sort_ratio,5,323,352,should in the furthest east begin to draw the shady, thank you,23
token_set_ratio,5,454,332,in the woods i measuring his affections by my 2, thank you,25
partial_token_sort_ratio,5,335,351,allcheering sun as soon as should in the furthest east, thank you,56
simple_ratio,6,218,450,feel i that feel no love in this i love,          ,37
partial_ratio,5,454,333,his affections by my 2 own guessing mood mine 1,          ,40
simple_ratio,6,218,450,feel i that feel no love in this i love,             ,35
partial_ratio,5,454,333,his affections by my 2 own guessing mood mine 1,             ,38
simple_ratio,6,218,450,feel i that feel no love in this i love,           ,36
partial_ratio,5,454,333,his affections by my 2 own guessing mood mine 1,           ,36
simple_ratio,6,218,450,feel i that feel no love in this i love,       ,30
partial_ratio,5,454,332,in the woods i measuring his affections by my 2,       ,43
simple_ratio,6,218,450,feel i that feel no love in this i love,             ,35
partial_ratio,5,454,333,his affections by my 2 own guessing mood mine 1,             ,38
simple_ratio,6,218,450,feel i that feel no love in this i love,            ,35
partial_ratio,5,454,333,his affections by my 2 own guessing mood mine 1,            ,33
simple_ratio,6,218,450,feel i that feel no love in this i love,      ,27
partial_ratio,5,454,333,his affections by my 2 own guessing mood mine 1,      ,50
simple_ratio,6,218,450,feel i that feel no love in this i love,      ,27
partial_ratio,5,454,333,his affections by my 2 own guessing mood mine 1,      ,50
simple_ratio,6,218,450,feel i that feel no love in this i love,         ,38
partial_ratio,5,454,333,his affections by my 2 own guessing mood mine 1,         ,44
simple_ratio,6,218,450,feel i that feel no love in this i love,         ,38
partial_ratio,5,454,333,his affections by my 2 own guessing mood mine 1,         ,44
simple_ratio,6,218,450,feel i that feel no love in this i love,        ,34
partial_ratio,5,454,332,in the woods i measuring his affections by my 2,        ,38
simple_ratio,6,218,450,feel i that feel no love in this i love,              ,34
partial_ratio,5,454,333,his affections by my 2 own guessing mood mine 1,              ,36
simple_ratio,6,218,450,feel i that feel no love in this i love,         ,38
partial_ratio,5,454,333,his affections by my 2 own guessing mood mine 1,         ,44
simple_ratio,6,218,450,feel i that feel no love in this i love,         ,38
partial_ratio,5,454,333,his affections by my 2 own guessing mood mine 1,         ,44
simple_ratio,6,218,449,it is always this love feel i that feel no, you,13
partial_ratio,5,440,334,own guessing mood mine 1 which then most sought where, you,75
token_sort_ratio,5,323,352,should in the furthest east begin to draw the shady, you,11
token_set_ratio,5,416,338,too many by my weary self not wanting company pursued, you,11
partial_token_sort_ratio,5,335,351,allcheering sun as soon as should in the furthest east, you,67
simple_ratio,6,218,448,sleep that is not what it is always this love, okay,16
partial_ratio,5,428,337,wanted to be being one too many by my weary, okay,60
token_sort_ratio,5,311,354,curtains from aurora s bed god of dawn away from, okay,12
token_set_ratio,5,428,337,wanted to be being one too many by my weary, okay,13
partial_token_sort_ratio,5,323,352,should in the furthest east begin to draw the shady, okay,50
simple_ratio,6,218,448,sleep that is not what it is always this love, okay,16
partial_ratio,5,428,337,wanted to be being one too many by my weary, okay,60
token_sort_ratio,5,311,354,curtains from aurora s bed god of dawn away from, okay,12
token_set_ratio,5,428,337,wanted to be being one too many by my weary, okay,13
partial_token_sort_ratio,5,323,352,should in the furthest east begin to draw the shady, okay,50
simple_ratio,6,218,448,sleep that is not what it is always this love, okay,16
partial_ratio,5,428,337,wanted to be being one too many by my weary, okay,60
token_sort_ratio,5,311,354,curtains from aurora s bed god of dawn away from, okay,12
token_set_ratio,5,428,337,wanted to be being one too many by my weary, okay,13
partial_token_sort_ratio,5,323,352,should in the furthest east begin to draw the shady, okay,50
simple_ratio,6,218,450,feel i that feel no love in this i love,        ,34
partial_ratio,5,428,336,most might not be found wanted to be being one,        ,38
